incident_id,latitude,longitude,incident_type,date,time_of_day,city,barangay,description
555,14.573349,120.995715,Smuggling (P102M Shabu),2025-11-16,12:00,Manila,Malate,High; Real News (Simulated)
556,14.617681,120.979677,Physical Injury / Brawl,2025-11-16,12:00,Manila,Sta. Cruz,High; Statistical Hotspot
557,14.607955,120.997894,Snatching,2025-11-15,12:00,Manila,Sampaloc,Medium; Statistical Hotspot
558,14.611305,120.981102,Theft,2025-11-15,12:00,Manila,Sta. Cruz,Medium; Statistical Hotspot
559,14.616828,120.980305,Theft,2025-11-15,12:00,Manila,Sta. Cruz,Medium; Statistical Hotspot
560,14.613311,120.997774,Smuggling (P102M Shabu),2025-11-15,12:00,Manila,Sampaloc,High; Real News (Simulated)
561,14.639618,121.037291,House Robbery,2025-11-15,12:00,Quezon City,Kamuning,Medium; Real News (Simulated)
562,14.690524,121.092688,Robbery (Jewelry Store),2025-11-14,12:00,Quezon City,Batasan Hills,High; Real News (Simulated)
563,14.674258,121.046691,Vehicular Crash,2025-11-13,12:00,Quezon City,Commonwealth,High; Statistical Hotspot
564,14.721841,121.041943,House Robbery,2025-11-13,12:00,Quezon City,Novaliches,Medium; Real News (Simulated)
565,14.600431,120.975601,Robbery / Extortion,2025-11-12,12:00,Manila,Binondo,High; Real News (Simulated)
566,14.582798,120.999538,Physical Injury / Brawl,2025-11-11,12:00,Manila,Paco,High; Statistical Hotspot
567,14.647172,121.057395,Armed Siege / Trespassing,2025-11-11,12:00,Quezon City,Diliman,High; Real News (Simulated)
568,14.646153,121.049114,Robbery (Jewelry Store),2025-11-11,12:00,Quezon City,Diliman,High; Real News (Simulated)
569,14.600538,120.9759,Theft,2025-11-11,12:00,Manila,Binondo,Medium; Statistical Hotspot
570,14.580756,120.998291,Snatching,2025-11-11,12:00,Manila,Paco,Medium; Statistical Hotspot
571,14.691243,121.09429,Drug Seizure (P142M Shabu),2025-11-11,12:00,Quezon City,Batasan Hills,High; Real News (Simulated)
572,14.614812,120.983509,Physical Injury / Brawl,2025-11-10,12:00,Manila,Sta. Cruz,High; Statistical Hotspot
573,14.63093,121.037725,Animal Cruelty,2025-11-10,12:00,Quezon City,Kamuning,Low; Real News (Scraped)
574,14.572354,120.995617,Physical Injury / Brawl,2025-11-10,12:00,Manila,Malate,High; Statistical Hotspot
575,14.705528,121.088436,Theft (Pickpocketing),2025-11-10,12:00,Quezon City,Fairview,Medium; Statistical Hotspot
576,14.689713,121.094689,Animal Cruelty,2025-11-10,12:00,Quezon City,Batasan Hills,Low; Real News (Simulated)
577,14.5974,120.987025,Snatching,2025-11-09,12:00,Manila,Quiapo,Medium; Statistical Hotspot
578,14.651645,121.033271,Theft (Pickpocketing),2025-11-09,12:00,Quezon City,Project 6,Medium; Statistical Hotspot
579,14.653585,121.033168,Vehicular Crash,2025-11-08,12:00,Quezon City,Project 6,High; Statistical Hotspot
580,14.583312,120.997718,Snatching,2025-11-08,12:00,Manila,Paco,Medium; Statistical Hotspot
581,14.651117,121.027358,Vehicular Crash,2025-11-08,12:00,Quezon City,Project 6,High; Statistical Hotspot
582,14.676784,121.049845,Robbery (Jewelry Store),2025-11-07,12:00,Quezon City,Commonwealth,High; Real News (Simulated)
583,14.729622,121.046174,Vehicular Crash,2025-11-07,12:00,Quezon City,Novaliches,High; Statistical Hotspot
584,14.596416,120.974112,Smuggling (P102M Shabu),2025-11-06,12:00,Manila,Binondo,High; Real News (Simulated)
585,14.605116,120.974682,Robbery / Extortion,2025-11-06,12:00,Manila,Binondo,High; Real News (Scraped)
586,14.613034,120.997767,Physical Injury / Brawl,2025-11-06,12:00,Manila,Sampaloc,High; Statistical Hotspot
587,14.677204,121.048319,Armed Siege / Trespassing,2025-11-06,12:00,Quezon City,Commonwealth,High; Real News (Scraped)
588,14.65933,121.036324,Theft (Pickpocketing),2025-11-06,12:00,Quezon City,Project 6,Medium; Statistical Hotspot
589,14.578926,120.996178,Robbery / Extortion,2025-11-05,12:00,Manila,Paco,High; Real News (Scraped)
590,14.718936,121.03648,Theft (Pickpocketing),2025-11-05,12:00,Quezon City,Novaliches,Medium; Statistical Hotspot
591,14.573845,120.990887,Theft,2025-11-05,12:00,Manila,Malate,Medium; Statistical Hotspot
592,14.644012,121.051279,House Robbery,2025-11-04,12:00,Quezon City,Diliman,Medium; Real News (Simulated)
593,14.636443,121.037275,Drug Seizure (P142M Shabu),2025-11-04,12:00,Quezon City,Kamuning,High; Real News (Simulated)
594,14.719124,121.038618,Theft (Pickpocketing),2025-11-04,12:00,Quezon City,Novaliches,Medium; Statistical Hotspot
595,14.649204,121.053732,Drug Seizure (P142M Shabu),2025-11-04,12:00,Quezon City,Diliman,High; Real News (Simulated)
596,14.65177,121.050957,Vehicular Crash,2025-11-03,12:00,Quezon City,Diliman,High; Statistical Hotspot
597,14.617555,121.056349,Armed Siege / Trespassing,2025-11-03,12:00,Quezon City,Cubao,High; Real News (Simulated)
598,14.703463,121.082027,Vehicular Crash,2025-11-03,12:00,Quezon City,Fairview,High; Statistical Hotspot
599,14.633745,121.03632,Theft (Pickpocketing),2025-11-01,12:00,Quezon City,Kamuning,Medium; Statistical Hotspot
600,14.628832,120.968531,Robbery / Extortion,2025-11-01,12:00,Manila,Tondo,High; Real News (Simulated)
601,14.616881,120.981814,Theft,2025-10-31,12:00,Manila,Sta. Cruz,Medium; Statistical Hotspot
602,14.619661,120.967297,Physical Injury / Brawl,2025-10-30,12:00,Manila,Tondo,High; Statistical Hotspot
603,14.616845,121.055611,Vehicular Crash,2025-10-30,12:00,Quezon City,Cubao,High; Statistical Hotspot
604,14.719206,121.037325,Theft (Pickpocketing),2025-10-29,12:00,Quezon City,Novaliches,Medium; Statistical Hotspot
605,14.568906,120.989057,Physical Injury / Brawl,2025-10-29,12:00,Manila,Malate,High; Statistical Hotspot
606,14.604442,120.987302,Smuggling (P102M Shabu),2025-10-29,12:00,Manila,Quiapo,High; Real News (Scraped)
607,14.612898,120.981328,Theft,2025-10-28,12:00,Manila,Sta. Cruz,Medium; Statistical Hotspot
608,14.600682,120.973425,Theft,2025-10-28,12:00,Manila,Binondo,Medium; Statistical Hotspot
609,14.622923,120.972543,Physical Injury / Brawl,2025-10-27,12:00,Manila,Tondo,High; Statistical Hotspot
610,14.580346,120.985525,Theft,2025-10-27,12:00,Manila,Ermita,Medium; Statistical Hotspot
611,14.585384,120.978791,Theft,2025-10-27,12:00,Manila,Ermita,Medium; Statistical Hotspot
612,14.615422,121.056461,House Robbery,2025-10-27,12:00,Quezon City,Cubao,Medium; Real News (Scraped)
613,14.719014,121.040341,House Robbery,2025-10-26,12:00,Quezon City,Novaliches,Medium; Real News (Simulated)
614,14.632429,121.038051,Drug Seizure (P142M Shabu),2025-10-26,12:00,Quezon City,Kamuning,High; Real News (Simulated)
615,14.572466,120.991918,Theft,2025-10-26,12:00,Manila,Malate,Medium; Statistical Hotspot
616,14.704497,121.085432,House Robbery,2025-10-26,12:00,Quezon City,Fairview,Medium; Real News (Scraped)
617,14.618113,121.055941,Animal Cruelty,2025-10-24,12:00,Quezon City,Cubao,Low; Real News (Simulated)
618,14.674752,121.048007,Armed Siege / Trespassing,2025-10-24,12:00,Quezon City,Commonwealth,High; Real News (Simulated)
619,14.672852,121.044956,House Robbery,2025-10-23,12:00,Quezon City,Commonwealth,Medium; Real News (Simulated)
620,14.644195,121.055359,Robbery (Jewelry Store),2025-10-23,12:00,Quezon City,Diliman,High; Real News (Simulated)
621,14.595409,120.982695,Snatching,2025-10-22,12:00,Manila,Quiapo,Medium; Statistical Hotspot
622,14.651423,121.030216,Theft (Pickpocketing),2025-10-22,12:00,Quezon City,Project 6,Medium; Statistical Hotspot
623,14.622184,120.970493,Theft,2025-10-21,12:00,Manila,Tondo,Medium; Statistical Hotspot
624,14.63687,121.032721,Drug Seizure (P142M Shabu),2025-10-21,12:00,Quezon City,Kamuning,High; Real News (Simulated)
625,14.636509,121.03484,Vehicular Crash,2025-10-21,12:00,Quezon City,Kamuning,High; Statistical Hotspot
626,14.566138,120.989986,Robbery / Extortion,2025-10-21,12:00,Manila,Malate,High; Real News (Simulated)
627,14.704995,121.082171,Theft (Pickpocketing),2025-10-20,12:00,Quezon City,Fairview,Medium; Statistical Hotspot
628,14.615176,120.981986,Snatching,2025-10-19,12:00,Manila,Sta. Cruz,Medium; Statistical Hotspot
629,14.584564,120.981316,Smuggling (P102M Shabu),2025-10-19,12:00,Manila,Ermita,High; Real News (Simulated)
630,14.613282,120.985832,Snatching,2025-10-19,12:00,Manila,Sta. Cruz,Medium; Statistical Hotspot
631,14.568928,120.990032,Snatching,2025-10-19,12:00,Manila,Malate,Medium; Statistical Hotspot
632,14.599598,120.983797,Theft,2025-10-18,12:00,Manila,Quiapo,Medium; Statistical Hotspot
633,14.649617,121.050493,Theft (Pickpocketing),2025-10-18,12:00,Quezon City,Diliman,Medium; Statistical Hotspot
634,14.602683,120.981485,Snatching,2025-10-18,12:00,Manila,Quiapo,Medium; Statistical Hotspot
635,14.633683,121.030001,Animal Cruelty,2025-10-18,12:00,Quezon City,Kamuning,Low; Real News (Simulated)
636,14.598735,120.981589,Smuggling (P102M Shabu),2025-10-18,12:00,Manila,Quiapo,High; Real News (Simulated)
637,14.625998,120.965958,Snatching,2025-10-17,12:00,Manila,Tondo,Medium; Statistical Hotspot
638,14.654459,121.030351,Theft (Pickpocketing),2025-10-17,12:00,Quezon City,Project 6,Medium; Statistical Hotspot
639,14.619975,121.05801,Drug Seizure (P142M Shabu),2025-10-17,12:00,Quezon City,Cubao,High; Real News (Simulated)
640,14.58419,120.984778,Snatching,2025-10-16,12:00,Manila,Ermita,Medium; Statistical Hotspot
641,14.701537,121.085209,Robbery (Jewelry Store),2025-10-16,12:00,Quezon City,Fairview,High; Real News (Simulated)
642,14.570793,120.989291,Physical Injury / Brawl,2025-10-16,12:00,Manila,Malate,High; Statistical Hotspot
643,14.706201,121.078853,Animal Cruelty,2025-10-16,12:00,Quezon City,Fairview,Low; Real News (Simulated)
644,14.705133,121.084624,Robbery (Jewelry Store),2025-10-16,12:00,Quezon City,Fairview,High; Real News (Simulated)
645,14.572911,120.991129,Robbery / Extortion,2025-10-16,12:00,Manila,Malate,High; Real News (Simulated)
646,14.635023,121.033365,Armed Siege / Trespassing,2025-10-15,12:00,Quezon City,Kamuning,High; Real News (Simulated)
647,14.607507,120.995567,Physical Injury / Brawl,2025-10-15,12:00,Manila,Sampaloc,High; Statistical Hotspot
648,14.573389,120.99484,Robbery / Extortion,2025-10-15,12:00,Manila,Malate,High; Real News (Simulated)
649,14.636508,121.036857,Armed Siege / Trespassing,2025-10-14,12:00,Quezon City,Kamuning,High; Real News (Simulated)
650,14.604837,120.971331,Smuggling (P102M Shabu),2025-10-14,12:00,Manila,Binondo,High; Real News (Simulated)
651,14.721032,121.041185,Robbery (Jewelry Store),2025-10-14,12:00,Quezon City,Novaliches,High; Real News (Simulated)
652,14.578606,120.997575,Theft,2025-10-14,12:00,Manila,Paco,Medium; Statistical Hotspot
653,14.677563,121.049163,House Robbery,2025-10-14,12:00,Quezon City,Commonwealth,Medium; Real News (Simulated)
654,14.684873,121.093951,Armed Siege / Trespassing,2025-10-13,12:00,Quezon City,Batasan Hills,High; Real News (Simulated)
655,14.647117,121.050775,House Robbery,2025-10-13,12:00,Quezon City,Diliman,Medium; Real News (Simulated)
656,14.645338,121.053558,Armed Siege / Trespassing,2025-10-13,12:00,Quezon City,Diliman,High; Real News (Simulated)
657,14.637219,121.029313,Vehicular Crash,2025-10-13,12:00,Quezon City,Kamuning,High; Statistical Hotspot
658,14.690738,121.094108,Drug Seizure (P142M Shabu),2025-10-12,12:00,Quezon City,Batasan Hills,High; Real News (Simulated)
659,14.583046,120.99983,Theft,2025-10-11,12:00,Manila,Paco,Medium; Statistical Hotspot
660,14.621442,120.969556,Theft,2025-10-10,12:00,Manila,Tondo,Medium; Statistical Hotspot
661,14.623154,120.968449,Theft,2025-10-10,12:00,Manila,Tondo,Medium; Statistical Hotspot
662,14.659282,121.033551,Robbery (Jewelry Store),2025-10-10,12:00,Quezon City,Project 6,High; Real News (Simulated)
663,14.61981,121.055739,Animal Cruelty,2025-10-10,12:00,Quezon City,Cubao,Low; Real News (Scraped)
664,14.582786,121.003286,Smuggling (P102M Shabu),2025-10-10,12:00,Manila,Paco,High; Real News (Simulated)
665,14.652466,121.027274,Vehicular Crash,2025-10-10,12:00,Quezon City,Project 6,High; Statistical Hotspot
666,14.597962,120.985413,Snatching,2025-10-10,12:00,Manila,Quiapo,Medium; Statistical Hotspot
667,14.686515,121.089178,Armed Siege / Trespassing,2025-10-10,12:00,Quezon City,Batasan Hills,High; Real News (Simulated)
668,14.678216,121.049332,Drug Seizure (P142M Shabu),2025-10-09,12:00,Quezon City,Commonwealth,High; Real News (Simulated)
669,14.616786,120.98258,Physical Injury / Brawl,2025-10-09,12:00,Manila,Sta. Cruz,High; Statistical Hotspot
670,14.672754,121.041839,Drug Seizure (P142M Shabu),2025-10-09,12:00,Quezon City,Commonwealth,High; Real News (Simulated)
671,14.622444,121.054702,Armed Siege / Trespassing,2025-10-07,12:00,Quezon City,Cubao,High; Real News (Simulated)
672,14.717863,121.039049,Animal Cruelty,2025-10-06,12:00,Quezon City,Novaliches,Low; Real News (Simulated)
673,14.56649,120.990585,Snatching,2025-10-06,12:00,Manila,Malate,Medium; Statistical Hotspot
674,14.616011,121.056385,Armed Siege / Trespassing,2025-10-05,12:00,Quezon City,Cubao,High; Real News (Simulated)
675,14.569124,120.991062,Physical Injury / Brawl,2025-10-05,12:00,Manila,Malate,High; Statistical Hotspot
676,14.719974,121.038215,Armed Siege / Trespassing,2025-10-05,12:00,Quezon City,Novaliches,High; Real News (Scraped)
677,14.69971,121.080126,Theft (Pickpocketing),2025-10-05,12:00,Quezon City,Fairview,Medium; Statistical Hotspot
678,14.579872,121.001161,Theft,2025-10-04,12:00,Manila,Paco,Medium; Statistical Hotspot
679,14.703811,121.085734,House Robbery,2025-10-04,12:00,Quezon City,Fairview,Medium; Real News (Simulated)
680,14.585192,120.984165,Physical Injury / Brawl,2025-10-04,12:00,Manila,Ermita,High; Statistical Hotspot
681,14.6173,120.970726,Snatching,2025-10-04,12:00,Manila,Tondo,Medium; Statistical Hotspot
682,14.58028,120.996113,Smuggling (P102M Shabu),2025-10-04,12:00,Manila,Paco,High; Real News (Simulated)
683,14.676817,121.051069,Armed Siege / Trespassing,2025-10-03,12:00,Quezon City,Commonwealth,High; Real News (Scraped)
684,14.725482,121.046559,Vehicular Crash,2025-10-03,12:00,Quezon City,Novaliches,High; Statistical Hotspot
685,14.723373,121.039652,Animal Cruelty,2025-10-03,12:00,Quezon City,Novaliches,Low; Real News (Scraped)
686,14.581174,120.981577,Smuggling (P102M Shabu),2025-10-03,12:00,Manila,Ermita,High; Real News (Simulated)
687,14.574776,120.994296,Snatching,2025-10-02,12:00,Manila,Malate,Medium; Statistical Hotspot
688,14.715267,121.043907,Armed Siege / Trespassing,2025-10-02,12:00,Quezon City,Novaliches,High; Real News (Simulated)
689,14.648929,121.056458,Armed Siege / Trespassing,2025-10-02,12:00,Quezon City,Diliman,High; Real News (Scraped)
690,14.601513,120.986502,Physical Injury / Brawl,2025-10-02,12:00,Manila,Quiapo,High; Statistical Hotspot
691,14.637179,121.039578,Armed Siege / Trespassing,2025-10-01,12:00,Quezon City,Kamuning,High; Real News (Scraped)
692,14.61465,120.98019,Theft,2025-10-01,12:00,Manila,Sta. Cruz,Medium; Statistical Hotspot
693,14.617033,120.98165,Snatching,2025-10-01,12:00,Manila,Sta. Cruz,Medium; Statistical Hotspot
694,14.722195,121.040011,Robbery (Jewelry Store),2025-10-01,12:00,Quezon City,Novaliches,High; Real News (Simulated)
695,14.658028,121.03774,Vehicular Crash,2025-10-01,12:00,Quezon City,Project 6,High; Statistical Hotspot
